date,hour,smp_krw_per_kwh
2024-02-14,16,156.43
2024-02-14,17,158.85
2024-02-14,18,145.0
2024-02-14,19,145.0
2024-02-14,20,148.66
2024-02-14,21,126.16
2024-02-14,22,126.16
2024-02-14,23,122.52
2024-02-14,24,114.19
2024-02-15,1,95.33
2024-02-15,2,78.43
2024-02-15,3,78.43
2024-02-15,4,78.43
2024-02-15,5,78.43
2024-02-15,6,78.43
2024-02-15,7,95.33
2024-02-15,8,101.78
2024-02-15,9,134.24
2024-02-15,10,166.97
2024-02-15,11,159.28
2024-02-15,12,154.07
2024-02-15,13,133.38
2024-02-15,14,153.55
2024-02-15,15,153.26
2024-02-15,16,139.82
2024-02-15,17,133.54
2024-02-15,18,133.56
2024-02-15,19,133.18
2024-02-15,20,133.39
2024-02-15,21,115.93
2024-02-15,22,101.78
2024-02-15,23,101.78
2024-02-15,24,95.93
2024-02-16,1,107.06
2024-02-16,2,94.9
2024-02-16,3,94.41
2024-02-16,4,94.41
2024-02-16,5,94.41
2024-02-16,6,94.9
2024-02-16,7,107.52
2024-02-16,8,117.89
2024-02-16,9,151.03
2024-02-16,10,174.5
2024-02-16,11,141.16
2024-02-16,12,149.56
2024-02-16,13,132.82
2024-02-16,14,133.47
2024-02-16,15,133.47
2024-02-16,16,133.47
2024-02-16,17,133.48
2024-02-16,18,133.51
2024-02-16,19,140.46
2024-02-16,20,133.55
2024-02-16,21,110.5
2024-02-16,22,110.31
2024-02-16,23,107.06
2024-02-16,24,118.7
2024-02-17,1,99.69
2024-02-17,2,92.08
2024-02-17,3,78.66
2024-02-17,4,83.73
2024-02-17,5,83.73
2024-02-17,6,86.97
2024-02-17,7,92.08
2024-02-17,8,92.94
2024-02-17,9,96.32
2024-02-17,10,106.61
2024-02-17,11,100.44
2024-02-17,12,94.55
2024-02-17,13,87.17
2024-02-17,14,87.16
2024-02-17,15,86.96
2024-02-17,16,87.13
2024-02-17,17,91.4
2024-02-17,18,96.32
2024-02-17,19,100.44
2024-02-17,20,100.44
2024-02-17,21,100.44
2024-02-17,22,100.44
2024-02-17,23,100.44
2024-02-17,24,100.44
2024-02-18,1,93.37
2024-02-18,2,92.06
2024-02-18,3,86.9
2024-02-18,4,78.2
2024-02-18,5,78.2
2024-02-18,6,87.06
2024-02-18,7,87.18
2024-02-18,8,87.18
2024-02-18,9,92.06
2024-02-18,10,93.68
2024-02-18,11,94.93
2024-02-18,12,95.42
2024-02-18,13,94.11
2024-02-18,14,93.78
2024-02-18,15,93.74
2024-02-18,16,93.22
2024-02-18,17,93.12
2024-02-18,18,93.52
2024-02-18,19,96.29
2024-02-18,20,94.93
2024-02-18,21,94.89
2024-02-18,22,94.11
2024-02-18,23,94.11
2024-02-18,24,94.11
2024-02-19,1,83.96
2024-02-19,2,75.96
2024-02-19,3,75.96
2024-02-19,4,75.96
2024-02-19,5,75.96
2024-02-19,6,75.96
2024-02-19,7,78.59
2024-02-19,8,85.64
2024-02-19,9,130.28
2024-02-19,10,156.54
2024-02-19,11,155.93
2024-02-19,12,159.73
2024-02-19,13,133.9
2024-02-19,14,159.53
2024-02-19,15,175.97
2024-02-19,16,174.91
2024-02-19,17,151.03
2024-02-19,18,133.9
2024-02-19,19,133.85
2024-02-19,20,127.64
2024-02-19,21,125.99
2024-02-19,22,95.5
2024-02-19,23,93.8
2024-02-19,24,91.02
2024-02-20,1,100.71
2024-02-20,2,75.9
2024-02-20,3,75.9
2024-02-20,4,79.92
2024-02-20,5,75.9
2024-02-20,6,83.96
2024-02-20,7,92.34
2024-02-20,8,105.33
2024-02-20,9,159.17
2024-02-20,10,170.68
2024-02-20,11,159.16
2024-02-20,12,162.72
2024-02-20,13,151.45
2024-02-20,14,160.83
2024-02-20,15,159.17
2024-02-20,16,151.44
2024-02-20,17,152.57
2024-02-20,18,151.45
2024-02-20,19,140.59
2024-02-20,20,136.34
2024-02-20,21,132.95
2024-02-20,22,126.08
2024-02-20,23,109.17
2024-02-20,24,106.12
2024-02-21,1,94.95
2024-02-21,2,79.84
2024-02-21,3,79.84
2024-02-21,4,79.84
2024-02-21,5,79.84
2024-02-21,6,83.96
2024-02-21,7,86.92
2024-02-21,8,106.28
2024-02-21,9,159.53
2024-02-21,10,160.61
2024-02-21,11,159.12
2024-02-21,12,163.06
2024-02-21,13,153.14
2024-02-21,14,161.61
2024-02-21,15,170.2
2024-02-21,16,153.73
2024-02-21,17,151.97
2024-02-21,18,143.31
2024-02-21,19,139.49
2024-02-21,20,137.67
2024-02-21,21,130.04
2024-02-21,22,130.13
2024-02-21,23,109.09
2024-02-21,24,118.96
2024-02-22,1,95.74
2024-02-22,2,83.96
2024-02-22,3,79.84
2024-02-22,4,79.84
2024-02-22,5,79.84
2024-02-22,6,94.46
2024-02-22,7,92.34
2024-02-22,8,113.73
2024-02-22,9,159.11
2024-02-22,10,159.79
2024-02-22,11,167.11
2024-02-22,12,169.43
2024-02-22,13,152.23
2024-02-22,14,155.92
2024-02-22,15,162.32
2024-02-22,16,159.17
2024-02-22,17,152.23
2024-02-22,18,152.23
2024-02-22,19,139.41
2024-02-22,20,137.64
2024-02-22,21,133.04
2024-02-22,22,126.08
2024-02-22,23,126.63
2024-02-22,24,129.94
2024-02-23,1,95.74
2024-02-23,2,83.96
2024-02-23,3,83.96
2024-02-23,4,79.84
2024-02-23,5,79.84
2024-02-23,6,83.96
2024-02-23,7,93.11
2024-02-23,8,129.61
2024-02-23,9,167.41
2024-02-23,10,171.88
2024-02-23,11,170.68
2024-02-23,12,170.68
2024-02-23,13,152.18
2024-02-23,14,170.68
2024-02-23,15,159.17
2024-02-23,16,161.8
2024-02-23,17,152.17
2024-02-23,18,141.94
2024-02-23,19,133.19
2024-02-23,20,133.2
2024-02-23,21,130.3
2024-02-23,22,129.64
2024-02-23,23,106.98
2024-02-23,24,101.78
2024-02-24,1,110.99
2024-02-24,2,88.62
2024-02-24,3,86.67
2024-02-24,4,86.74
2024-02-24,5,86.8
2024-02-24,6,86.83
2024-02-24,7,92.08
2024-02-24,8,92.08
2024-02-24,9,130.87
2024-02-24,10,160.14
2024-02-24,11,150.42
2024-02-24,12,138.63
2024-02-24,13,108.33
2024-02-24,14,108.05
2024-02-24,15,107.64
2024-02-24,16,94.52
2024-02-24,17,107.72
2024-02-24,18,107.72
2024-02-24,19,127.59
2024-02-24,20,107.07
2024-02-24,21,100.44
2024-02-24,22,90.12
2024-02-24,23,90.12
2024-02-24,24,100.44
2024-02-25,1,100.41
2024-02-25,2,89.22
2024-02-25,3,75.82
2024-02-25,4,75.82
2024-02-25,5,75.82
2024-02-25,6,75.82
2024-02-25,7,92.06
2024-02-25,8,96.29
2024-02-25,9,110.16
2024-02-25,10,108.76
2024-02-25,11,101.47
2024-02-25,12,96.29
2024-02-25,13,96.29
2024-02-25,14,87.37
2024-02-25,15,87.37
2024-02-25,16,87.79
2024-02-25,17,100.41
2024-02-25,18,108.04
2024-02-25,19,160.46
2024-02-25,20,127.97
2024-02-25,21,109.36
2024-02-25,22,101.47
2024-02-25,23,97.34
2024-02-25,24,97.91
2024-02-26,1,101.78
2024-02-26,2,83.96
2024-02-26,3,80.08
2024-02-26,4,74.81
2024-02-26,5,80.08
2024-02-26,6,80.08
2024-02-26,7,92.34
2024-02-26,8,119.04
2024-02-26,9,170.68
2024-02-26,10,181.65
2024-02-26,11,168.26
2024-02-26,12,159.17
2024-02-26,13,147.37
2024-02-26,14,147.37
2024-02-26,15,147.37
2024-02-26,16,147.37
2024-02-26,17,148.88
2024-02-26,18,154.9
2024-02-26,19,149.01
2024-02-26,20,147.38
2024-02-26,21,138.68
2024-02-26,22,148.04
2024-02-26,23,148.07
2024-02-26,24,148.07
2024-02-27,1,114.27
2024-02-27,2,100.78
2024-02-27,3,92.34
2024-02-27,4,85.81
2024-02-27,5,92.34
2024-02-27,6,112.55
2024-02-27,7,114.18
2024-02-27,8,153.93
2024-02-27,9,160.51
2024-02-27,10,160.67
2024-02-27,11,157.09
2024-02-27,12,151.34
2024-02-27,13,147.25
2024-02-27,14,147.25
2024-02-27,15,147.25
2024-02-27,16,147.25
2024-02-27,17,151.34
2024-02-27,18,151.04
2024-02-27,19,159.17
2024-02-27,20,147.26
2024-02-27,21,139.16
2024-02-27,22,137.9
2024-02-27,23,133.92
2024-02-27,24,132.4
2024-02-28,1,109.7
2024-02-28,2,92.34
2024-02-28,3,85.82
2024-02-28,4,85.98
2024-02-28,5,85.97
2024-02-28,6,101.78
2024-02-28,7,109.96
2024-02-28,8,132.52
2024-02-28,9,166.76
2024-02-28,10,164.92
2024-02-28,11,164.92
2024-02-28,12,159.31
2024-02-28,13,149.22
2024-02-28,14,154.34
2024-02-28,15,150.57
2024-02-28,16,150.46
2024-02-28,17,151.04
2024-02-28,18,147.08
2024-02-28,19,151.04
2024-02-28,20,147.08
2024-02-28,21,147.08
2024-02-28,22,141.02
2024-02-28,23,133.04
2024-02-28,24,132.67
2024-02-29,1,109.09
2024-02-29,2,96.62
2024-02-29,3,96.62
2024-02-29,4,96.62
2024-02-29,5,96.62
2024-02-29,6,99.12
2024-02-29,7,110.27
2024-02-29,8,124.19
2024-02-29,9,162.57
2024-02-29,10,171.88
2024-02-29,11,163.68
2024-02-29,12,158.34
2024-02-29,13,149.39
2024-02-29,14,164.92
2024-02-29,15,157.54
2024-02-29,16,150.82
2024-02-29,17,157.52
2024-02-29,18,149.11
2024-02-29,19,149.85
2024-02-29,20,142.01
2024-02-29,21,134.5
2024-02-29,22,134.35
2024-02-29,23,132.84
2024-02-29,24,132.86
2024-03-01,1,107.39
2024-03-01,2,95.3
2024-03-01,3,87.89
2024-03-01,4,86.5
2024-03-01,5,88.78
2024-03-01,6,100.21
2024-03-01,7,111.4
2024-03-01,8,111.4
2024-03-01,9,111.67
2024-03-01,10,109.57
2024-03-01,11,99.15
2024-03-01,12,99.15
2024-03-01,13,96.36
2024-03-01,14,95.91
2024-03-01,15,95.91
2024-03-01,16,98.25
2024-03-01,17,100.21
2024-03-01,18,128.34
2024-03-01,19,109.57
2024-03-01,20,109.83
2024-03-01,21,109.83
2024-03-01,22,110.35
2024-03-01,23,112.19
2024-03-01,24,112.19
2024-03-02,1,100.28
2024-03-02,2,99.48
2024-03-02,3,95.38
2024-03-02,4,91.24
2024-03-02,5,91.24
2024-03-02,6,95.38
2024-03-02,7,99.48
2024-03-02,8,102.02
2024-03-02,9,101.85
2024-03-02,10,104.14
2024-03-02,11,100.76
2024-03-02,12,95.88
2024-03-02,13,95.22
2024-03-02,14,95.88
2024-03-02,15,99.48
2024-03-02,16,100.55
2024-03-02,17,99.48
2024-03-02,18,100.55
2024-03-02,19,100.55
2024-03-02,20,100.55
2024-03-02,21,105.29
2024-03-02,22,100.55
2024-03-02,23,100.55
2024-03-02,24,99.48
2024-03-03,1,107.39
2024-03-03,2,100.21
2024-03-03,3,82.66
2024-03-03,4,82.66
2024-03-03,5,82.66
2024-03-03,6,99.15
2024-03-03,7,105.8
2024-03-03,8,107.39
2024-03-03,9,95.99
2024-03-03,10,107.39
2024-03-03,11,100.21
2024-03-03,12,104.76
2024-03-03,13,95.93
2024-03-03,14,95.93
2024-03-03,15,95.68
2024-03-03,16,95.7
2024-03-03,17,95.94
2024-03-03,18,96.31
2024-03-03,19,107.21
2024-03-03,20,107.39
2024-03-03,21,107.39
2024-03-03,22,107.54
2024-03-03,23,107.39
2024-03-03,24,107.39
2024-03-04,1,99.07
2024-03-04,2,86.82
2024-03-04,3,80.97
2024-03-04,4,80.97
2024-03-04,5,80.97
2024-03-04,6,81.81
2024-03-04,7,92.63
2024-03-04,8,108.69
2024-03-04,9,173.82
2024-03-04,10,175.21
2024-03-04,11,160.61
2024-03-04,12,154.06
2024-03-04,13,146.22
2024-03-04,14,150.25
2024-03-04,15,149.63
2024-03-04,16,149.63
2024-03-04,17,146.22
2024-03-04,18,146.22
2024-03-04,19,148.56
2024-03-04,20,148.63
2024-03-04,21,145.43
2024-03-04,22,131.05
2024-03-04,23,107.12
2024-03-04,24,107.12
2024-03-05,1,100.13
2024-03-05,2,94.8
2024-03-05,3,94.8
2024-03-05,4,94.8
2024-03-05,5,94.8
2024-03-05,6,94.8
2024-03-05,7,105.85
2024-03-05,8,107.38
2024-03-05,9,159.69
2024-03-05,10,177.25
2024-03-05,11,163.12
2024-03-05,12,163.39
2024-03-05,13,146.27
2024-03-05,14,163.39
2024-03-05,15,157.4
2024-03-05,16,162.57
2024-03-05,17,157.01
2024-03-05,18,153.8
2024-03-05,19,153.56
2024-03-05,20,148.78
2024-03-05,21,153.56
2024-03-05,22,154.06
2024-03-05,23,131.23
2024-03-05,24,131.19
2024-03-06,1,107.38
2024-03-06,2,95.03
2024-03-06,3,94.64
2024-03-06,4,94.64
2024-03-06,5,94.36
2024-03-06,6,94.73
2024-03-06,7,108.17
2024-03-06,8,140.03
2024-03-06,9,171.11
2024-03-06,10,172.44
2024-03-06,11,165.47
2024-03-06,12,165.47
2024-03-06,13,152.65
2024-03-06,14,159.37
2024-03-06,15,159.37
2024-03-06,16,159.69
2024-03-06,17,153.29
2024-03-06,18,153.53
2024-03-06,19,153.91
2024-03-06,20,154.12
2024-03-06,21,152.7
2024-03-06,22,152.35
2024-03-06,23,152.35
2024-03-06,24,152.35
2024-03-07,1,107.31
2024-03-07,2,94.48
2024-03-07,3,90.83
2024-03-07,4,90.83
2024-03-07,5,90.83
2024-03-07,6,95.0
2024-03-07,7,108.17
2024-03-07,8,108.69
2024-03-07,9,165.47
2024-03-07,10,179.82
2024-03-07,11,174.71
2024-03-07,12,165.47
2024-03-07,13,154.48
2024-03-07,14,159.69
2024-03-07,15,154.67
2024-03-07,16,145.83
2024-03-07,17,145.83
2024-03-07,18,145.83
2024-03-07,19,153.29
2024-03-07,20,145.07
2024-03-07,21,148.6
2024-03-07,22,139.29
2024-03-07,23,131.2
2024-03-07,24,131.94
2024-03-08,1,108.22
2024-03-08,2,99.07
2024-03-08,3,94.56
2024-03-08,4,90.83
2024-03-08,5,94.55
2024-03-08,6,95.86
2024-03-08,7,109.48
2024-03-08,8,139.5
2024-03-08,9,159.69
2024-03-08,10,171.52
2024-03-08,11,161.97
2024-03-08,12,158.96
2024-03-08,13,152.91
2024-03-08,14,159.69
2024-03-08,15,159.69
2024-03-08,16,159.69
2024-03-08,17,153.07
2024-03-08,18,145.66
2024-03-08,19,150.75
2024-03-08,20,145.67
2024-03-08,21,142.91
2024-03-08,22,108.69
2024-03-08,23,109.48
2024-03-08,24,120.38
2024-03-09,1,157.84
2024-03-09,2,110.46
2024-03-09,3,110.46
2024-03-09,4,109.16
2024-03-09,5,110.73
2024-03-09,6,110.73
2024-03-09,7,157.36
2024-03-09,8,158.88
2024-03-09,9,110.73
2024-03-09,10,110.46
2024-03-09,11,100.55
2024-03-09,12,107.76
2024-03-09,13,95.71
2024-03-09,14,95.41
2024-03-09,15,95.43
2024-03-09,16,95.96
2024-03-09,17,107.57
2024-03-09,18,154.25
2024-03-09,19,154.27
2024-03-09,20,156.13
2024-03-09,21,159.46
2024-03-09,22,159.97
2024-03-09,23,161.45
2024-03-09,24,158.78
2024-03-10,1,156.87
2024-03-10,2,154.76
2024-03-10,3,110.09
2024-03-10,4,110.35
2024-03-10,5,110.35
2024-03-10,6,154.77
2024-03-10,7,158.83
2024-03-10,8,155.25
2024-03-10,9,110.09
2024-03-10,10,91.64
2024-03-10,11,91.77
2024-03-10,12,91.28
2024-03-10,13,91.29
2024-03-10,14,6.93
2024-03-10,15,82.66
2024-03-10,16,91.5
2024-03-10,17,93.74
2024-03-10,18,106.51
2024-03-10,19,156.25
2024-03-10,20,156.39
2024-03-10,21,156.09
2024-03-10,22,156.1
2024-03-10,23,156.1
2024-03-10,24,159.56
2024-03-11,1,108.05
2024-03-11,2,83.44
2024-03-11,3,84.24
2024-03-11,4,84.24
2024-03-11,5,84.24
2024-03-11,6,84.24
2024-03-11,7,108.05
2024-03-11,8,108.69
2024-03-11,9,163.58
2024-03-11,10,177.79
2024-03-11,11,163.34
2024-03-11,12,153.78
2024-03-11,13,153.48
2024-03-11,14,153.69
2024-03-11,15,153.74
2024-03-11,16,159.97
2024-03-11,17,153.74
2024-03-11,18,153.74
2024-03-11,19,153.8
2024-03-11,20,153.8
2024-03-11,21,153.76
2024-03-11,22,153.76
2024-03-11,23,153.61
2024-03-11,24,151.21
2024-03-12,1,148.87
2024-03-12,2,107.12
2024-03-12,3,107.12
2024-03-12,4,107.12
2024-03-12,5,107.12
2024-03-12,6,107.12
2024-03-12,7,149.52
2024-03-12,8,153.02
2024-03-12,9,160.1
2024-03-12,10,179.39
2024-03-12,11,170.48
2024-03-12,12,168.38
2024-03-12,13,160.21
2024-03-12,14,160.3
2024-03-12,15,159.57
2024-03-12,16,157.72
2024-03-12,17,158.89
2024-03-12,18,159.79
2024-03-12,19,160.21
2024-03-12,20,160.21
2024-03-12,21,154.56
2024-03-12,22,152.75
2024-03-12,23,158.79
2024-03-12,24,158.81
2024-03-13,1,146.27
2024-03-13,2,107.91
2024-03-13,3,107.91
2024-03-13,4,108.17
2024-03-13,5,108.17
2024-03-13,6,108.69
2024-03-13,7,150.12
2024-03-13,8,156.34
2024-03-13,9,160.51
2024-03-13,10,175.87
2024-03-13,11,167.07
2024-03-13,12,167.8
2024-03-13,13,156.34
2024-03-13,14,156.34
2024-03-13,15,156.34
2024-03-13,16,156.34
2024-03-13,17,157.7
2024-03-13,18,156.32
2024-03-13,19,159.41
2024-03-13,20,158.22
2024-03-13,21,156.34
2024-03-13,22,152.76
2024-03-13,23,151.32
2024-03-13,24,152.91
2024-03-14,1,128.74
2024-03-14,2,117.07
2024-03-14,3,107.31
2024-03-14,4,103.63
2024-03-14,5,107.4
2024-03-14,6,129.19
2024-03-14,7,130.62
2024-03-14,8,153.73
2024-03-14,9,171.96
2024-03-14,10,171.24
2024-03-14,11,159.69
2024-03-14,12,146.76
2024-03-14,13,141.76
2024-03-14,14,141.76
2024-03-14,15,141.73
2024-03-14,16,141.73
2024-03-14,17,140.55
2024-03-14,18,145.92
2024-03-14,19,160.08
2024-03-14,20,160.09
2024-03-14,21,153.27
2024-03-14,22,153.27
2024-03-14,23,152.34
2024-03-14,24,152.35
2024-03-15,1,145.83
2024-03-15,2,121.02
2024-03-15,3,112.56
2024-03-15,4,103.57
2024-03-15,5,115.89
2024-03-15,6,143.38
2024-03-15,7,154.93
2024-03-15,8,154.91
2024-03-15,9,162.35
2024-03-15,10,150.18
2024-03-15,11,146.39
2024-03-15,12,148.62
2024-03-15,13,99.07
2024-03-15,14,97.01
2024-03-15,15,100.77
2024-03-15,16,131.45
2024-03-15,17,117.73
2024-03-15,18,121.04
2024-03-15,19,148.29
2024-03-15,20,148.49
2024-03-15,21,148.64
2024-03-15,22,154.9
2024-03-15,23,154.91
2024-03-15,24,154.94
2024-03-16,1,155.71
2024-03-16,2,155.71
2024-03-16,3,155.71
2024-03-16,4,136.23
2024-03-16,5,155.72
2024-03-16,6,155.72
2024-03-16,7,155.72
2024-03-16,8,154.82
2024-03-16,9,117.62
2024-03-16,10,106.25
2024-03-16,11,99.48
2024-03-16,12,95.68
2024-03-16,13,100.55
2024-03-16,14,95.65
2024-03-16,15,104.91
2024-03-16,16,99.48
2024-03-16,17,104.91
2024-03-16,18,131.81
2024-03-16,19,147.46
2024-03-16,20,158.07
2024-03-16,21,158.08
2024-03-16,22,158.08
2024-03-16,23,158.08
2024-03-16,24,158.09
2024-03-17,1,133.54
2024-03-17,2,106.51
2024-03-17,3,95.97
2024-03-17,4,95.97
2024-03-17,5,95.97
2024-03-17,6,128.43
2024-03-17,7,133.91
2024-03-17,8,131.52
2024-03-17,9,99.15
2024-03-17,10,95.96
2024-03-17,11,93.07
2024-03-17,12,105.37
2024-03-17,13,116.59
2024-03-17,14,91.76
2024-03-17,15,100.21
2024-03-17,16,91.41
2024-03-17,17,91.41
2024-03-17,18,105.37
2024-03-17,19,133.04
2024-03-17,20,133.54
2024-03-17,21,160.68
2024-03-17,22,160.64
2024-03-17,23,160.6
2024-03-17,24,160.53
2024-03-18,1,124.98
2024-03-18,2,90.83
2024-03-18,3,86.3
2024-03-18,4,86.3
2024-03-18,5,86.3
2024-03-18,6,94.53
2024-03-18,7,109.22
2024-03-18,8,133.27
2024-03-18,9,146.19
2024-03-18,10,170.03
2024-03-18,11,169.72
2024-03-18,12,154.46
2024-03-18,13,146.17
2024-03-18,14,154.43
2024-03-18,15,146.17
2024-03-18,16,153.26
2024-03-18,17,146.17
2024-03-18,18,146.17
2024-03-18,19,146.19
2024-03-18,20,146.19
2024-03-18,21,146.19
2024-03-18,22,145.53
2024-03-18,23,151.89
2024-03-18,24,151.89
2024-03-19,1,124.24
2024-03-19,2,101.77
2024-03-19,3,101.77
2024-03-19,4,101.77
2024-03-19,5,101.77
2024-03-19,6,104.28
2024-03-19,7,120.27
2024-03-19,8,145.22
2024-03-19,9,145.92
2024-03-19,10,165.47
2024-03-19,11,154.48
2024-03-19,12,154.48
2024-03-19,13,145.91
2024-03-19,14,154.48
2024-03-19,15,154.44
2024-03-19,16,153.28
2024-03-19,17,145.92
2024-03-19,18,146.58
2024-03-19,19,148.67
2024-03-19,20,148.93
2024-03-19,21,147.72
2024-03-19,22,147.03
2024-03-19,23,151.27
2024-03-19,24,151.28
2024-03-20,1,124.24
2024-03-20,2,107.31
2024-03-20,3,103.39
2024-03-20,4,103.32
2024-03-20,5,103.63
2024-03-20,6,118.48
2024-03-20,7,125.91
2024-03-20,8,129.18
2024-03-20,9,153.28
2024-03-20,10,147.17
2024-03-20,11,147.16
2024-03-20,12,148.55
2024-03-20,13,112.79
2024-03-20,14,121.17
2024-03-20,15,123.12
2024-03-20,16,132.49
2024-03-20,17,125.62
2024-03-20,18,125.62
2024-03-20,19,146.98
2024-03-20,20,147.59
2024-03-20,21,147.64
2024-03-20,22,147.69
2024-03-20,23,152.99
2024-03-20,24,153.0
2024-03-21,1,127.41
2024-03-21,2,108.69
2024-03-21,3,103.53
2024-03-21,4,103.34
2024-03-21,5,107.31
2024-03-21,6,127.59
2024-03-21,7,127.59
2024-03-21,8,153.23
2024-03-21,9,148.94
2024-03-21,10,146.86
2024-03-21,11,151.23
2024-03-21,12,150.46
2024-03-21,13,126.25
2024-03-21,14,147.14
2024-03-21,15,149.42
2024-03-21,16,149.29
2024-03-21,17,149.29
2024-03-21,18,149.29
2024-03-21,19,147.14
2024-03-21,20,149.62
2024-03-21,21,148.82
2024-03-21,22,148.58
2024-03-21,23,152.59
2024-03-21,24,152.62
2024-03-22,1,168.26
2024-03-22,2,168.25
2024-03-22,3,121.65
2024-03-22,4,121.65
2024-03-22,5,153.45
2024-03-22,6,153.6
2024-03-22,7,156.03
2024-03-22,8,156.92
2024-03-22,9,155.27
2024-03-22,10,155.08
2024-03-22,11,146.81
2024-03-22,12,124.8
2024-03-22,13,100.13
2024-03-22,14,120.19
2024-03-22,15,119.58
2024-03-22,16,153.27
2024-03-22,17,153.28
2024-03-22,18,153.28
2024-03-22,19,153.28
2024-03-22,20,153.4
2024-03-22,21,153.4
2024-03-22,22,153.46
2024-03-22,23,153.57
2024-03-22,24,160.11
2024-03-23,1,158.33
2024-03-23,2,156.67
2024-03-23,3,124.91
2024-03-23,4,120.02
2024-03-23,5,139.13
2024-03-23,6,156.68
2024-03-23,7,156.69
2024-03-23,8,156.69
2024-03-23,9,156.69
2024-03-23,10,105.68
2024-03-23,11,126.62
2024-03-23,12,127.32
2024-03-23,13,100.55
2024-03-23,14,105.24
2024-03-23,15,104.91
2024-03-23,16,95.27
2024-03-23,17,95.53
2024-03-23,18,104.76
2024-03-23,19,157.38
2024-03-23,20,157.4
2024-03-23,21,157.41
2024-03-23,22,157.42
2024-03-23,23,157.42
2024-03-23,24,157.43
2024-03-24,1,127.8
2024-03-24,2,104.62
2024-03-24,3,104.62
2024-03-24,4,100.21
2024-03-24,5,104.62
2024-03-24,6,125.92
2024-03-24,7,130.8
2024-03-24,8,122.6
2024-03-24,9,95.83
2024-03-24,10,100.21
2024-03-24,11,100.21
2024-03-24,12,96.49
2024-03-24,13,95.77
2024-03-24,14,95.77
2024-03-24,15,95.42
2024-03-24,16,91.38
2024-03-24,17,95.47
2024-03-24,18,104.78
2024-03-24,19,127.57
2024-03-24,20,130.54
2024-03-24,21,130.54
2024-03-24,22,129.41
2024-03-24,23,129.5
2024-03-24,24,128.34
2024-03-25,1,124.24
2024-03-25,2,105.24
2024-03-25,3,105.24
2024-03-25,4,105.24
2024-03-25,5,105.24
2024-03-25,6,105.24
2024-03-25,7,156.31
2024-03-25,8,156.5
2024-03-25,9,163.29
2024-03-25,10,208.14
2024-03-25,11,163.02
2024-03-25,12,156.2
2024-03-25,13,150.87
2024-03-25,14,162.11
2024-03-25,15,162.33
2024-03-25,16,162.39
2024-03-25,17,156.2
2024-03-25,18,156.2
2024-03-25,19,162.11
2024-03-25,20,156.21
2024-03-25,21,156.15
2024-03-25,22,153.07
2024-03-25,23,153.02
2024-03-25,24,152.89
2024-03-26,1,151.54
2024-03-26,2,120.11
2024-03-26,3,120.11
2024-03-26,4,120.24
2024-03-26,5,120.24
2024-03-26,6,120.24
2024-03-26,7,126.78
2024-03-26,8,153.24
2024-03-26,9,159.51
2024-03-26,10,203.29
2024-03-26,11,159.51
2024-03-26,12,154.11
2024-03-26,13,119.5
2024-03-26,14,153.92
2024-03-26,15,154.1
2024-03-26,16,154.1
2024-03-26,17,154.11
2024-03-26,18,159.51
2024-03-26,19,160.73
2024-03-26,20,160.96
2024-03-26,21,159.51
2024-03-26,22,154.12
2024-03-26,23,155.16
2024-03-26,24,153.86
2024-03-27,1,149.86
2024-03-27,2,120.59
2024-03-27,3,118.5
2024-03-27,4,116.57
2024-03-27,5,118.5
2024-03-27,6,121.18
2024-03-27,7,151.82
2024-03-27,8,151.81
2024-03-27,9,155.71
2024-03-27,10,165.47
2024-03-27,11,159.69
2024-03-27,12,159.29
2024-03-27,13,148.03
2024-03-27,14,156.6
2024-03-27,15,160.09
2024-03-27,16,168.71
2024-03-27,17,171.24
2024-03-27,18,153.96
2024-03-27,19,155.71
2024-03-27,20,155.71
2024-03-27,21,153.96
2024-03-27,22,156.25
2024-03-27,23,151.77
2024-03-27,24,153.69
2024-03-28,1,120.54
2024-03-28,2,119.97
2024-03-28,3,119.97
2024-03-28,4,119.97
2024-03-28,5,119.97
2024-03-28,6,119.97
2024-03-28,7,120.42
2024-03-28,8,153.23
2024-03-28,9,154.96
2024-03-28,10,167.81
2024-03-28,11,158.88
2024-03-28,12,158.88
2024-03-28,13,146.5
2024-03-28,14,158.88
2024-03-28,15,159.69
2024-03-28,16,165.47
2024-03-28,17,158.88
2024-03-28,18,158.88
2024-03-28,19,158.88
2024-03-28,20,158.88
2024-03-28,21,155.05
2024-03-28,22,150.35
2024-03-28,23,151.71
2024-03-28,24,153.22
2024-03-29,1,146.02
2024-03-29,2,120.07
2024-03-29,3,120.07
2024-03-29,4,120.07
2024-03-29,5,120.07
2024-03-29,6,120.07
2024-03-29,7,156.03
2024-03-29,8,156.03
2024-03-29,9,156.38
2024-03-29,10,156.01
2024-03-29,11,130.98
2024-03-29,12,120.09
2024-03-29,13,117.98
2024-03-29,14,120.07
2024-03-29,15,119.96
2024-03-29,16,130.67
2024-03-29,17,153.27
2024-03-29,18,148.37
2024-03-29,19,153.28
2024-03-29,20,153.28
2024-03-29,21,157.16
2024-03-29,22,157.03
2024-03-29,23,155.96
2024-03-29,24,156.04
2024-03-30,1,156.58
2024-03-30,2,156.59
2024-03-30,3,123.59
2024-03-30,4,120.9
2024-03-30,5,123.59
2024-03-30,6,156.46
2024-03-30,7,156.6
2024-03-30,8,126.58
2024-03-30,9,112.28
2024-03-30,10,112.28
